% Information about position of straw tubes is kept in separate file wires.arff, it has 4482 lines with following information:
% 
% wire_id - zero-based index of straw tubes
% wire_rho - distance to stopping target
% wire_phi - phi angle in the plane perpendicular to beam
% 
@RELATION "COMET wires"

@ATTRIBUTE wire_id INTEGER
@ATTRIBUTE wire_rho REAL
@ATTRIBUTE wire_phi REAL

@DATA
258.0,54.6,1.86386267858
259.0,54.6,1.89466260656
260.0,54.6,1.92546253453
261.0,54.6,1.95626246251
262.0,54.6,1.98706239049
263.0,54.6,2.01786231846
264.0,54.6,2.04866224644
265.0,54.6,2.07946217442
266.0,54.6,2.11026210239
267.0,54.6,2.14106203037
268.0,54.6,2.17186195835
269.0,54.6,2.20266188632
270.0,54.6,2.2334618143
271.0,54.6,2.26426174228
272.0,54.6,2.29506167025
273.0,54.6,2.32586159823
274.0,54.6,2.3566615262
275.0,54.6,2.38746145418
276.0,54.6,2.41826138216
277.0,54.6,2.44906131013
278.0,54.6,2.47986123811
279.0,54.6,2.51066116609
280.0,54.6,2.54146109406
281.0,54.6,2.57226102204
282.0,54.6,2.60306095002
283.0,54.6,2.63386087799
284.0,54.6,2.66466080597
285.0,54.6,2.69546073394
286.0,54.6,2.72626066192
287.0,54.6,2.7570605899
288.0,54.6,2.78786051787
289.0,54.6,2.81866044585
290.0,54.6,2.84946037383
291.0,54.6,2.8802603018
292.0,54.6,2.91106022978
293.0,54.6,2.94186015776
294.0,54.6,2.97266008573
295.0,54.6,3.00346001371
296.0,54.6,3.03425994168
297.0,54.6,3.06505986966
298.0,54.6,3.09585979764
299.0,54.6,3.12665972561
300.0,54.6,3.15745965359
301.0,54.6,3.18825958157
302.0,54.6,3.21905950954
303.0,54.6,3.24985943752
304.0,54.6,3.2806593655
305.0,54.6,3.31145929347
306.0,54.6,3.34225922145
307.0,54.6,3.37305914942
308.0,54.6,3.4038590774
309.0,54.6,3.43465900538
310.0,54.6,3.46545893335
311.0,54.6,3.49625886133
312.0,54.6,3.52705878931
313.0,54.6,3.55785871728
314.0,54.6,3.58865864526
315.0,54.6,3.61945857324
316.0,54.6,3.65025850121
317.0,54.6,3.68105842919
318.0,54.6,3.71185835716
319.0,54.6,3.74265828514
320.0,54.6,3.77345821312
321.0,54.6,3.80425814109
322.0,54.6,3.83505806907
323.0,54.6,3.86585799705
324.0,54.6,3.89665792502
325.0,54.6,3.927457853
326.0,54.6,3.95825778098
327.0,54.6,3.98905770895
328.0,54.6,4.01985763693
329.0,54.6,4.0506575649
330.0,54.6,4.08145749288
331.0,54.6,4.11225742086
332.0,54.6,4.14305734883
333.0,54.6,4.17385727681
334.0,54.6,4.20465720479
335.0,54.6,4.23545713276
336.0,54.6,4.26625706074
337.0,54.6,4.29705698872
338.0,54.6,4.32785691669
339.0,54.6,4.35865684467
340.0,54.6,4.38945677264
341.0,54.6,4.42025670062
342.0,54.6,4.4510566286
343.0,54.6,4.48185655657
344.0,54.6,4.51265648455
345.0,54.6,4.54345641253
346.0,54.6,4.5742563405
347.0,54.6,4.60505626848
348.0,54.6,4.63585619646
349.0,54.6,4.66665612443
350.0,54.6,4.69745605241
351.0,54.6,4.72825598038
352.0,54.6,4.75905590836
353.0,54.6,4.78985583634
354.0,54.6,4.82065576431
355.0,54.6,4.85145569229
356.0,54.6,4.88225562027
357.0,54.6,4.91305554824
358.0,54.6,4.94385547622
359.0,54.6,4.9746554042
360.0,54.6,5.00545533217
361.0,54.6,5.03625526015
362.0,54.6,5.06705518812
363.0,54.6,5.0978551161
364.0,54.6,5.12865504408
365.0,54.6,5.15945497205
366.0,54.6,5.19025490003
367.0,54.6,5.22105482801
368.0,54.6,5.25185475598
369.0,54.6,5.28265468396
370.0,54.6,5.31345461194
371.0,54.6,5.34425453991
372.0,54.6,5.37505446789
373.0,54.6,5.40585439586
374.0,54.6,5.43665432384
375.0,54.6,5.46745425182
376.0,54.6,5.49825417979
377.0,54.6,5.52905410777
378.0,54.6,5.55985403575
379.0,54.6,5.59065396372
380.0,54.6,5.6214538917
381.0,54.6,5.65225381968
382.0,54.6,5.68305374765
383.0,54.6,5.71385367563
384.0,54.6,5.7446536036
385.0,54.6,5.77545353158
386.0,54.6,5.80625345956
387.0,54.6,5.83705338753
388.0,54.6,5.86785331551
389.0,54.6,5.89865324349
390.0,54.6,5.92945317146
391.0,54.6,5.96025309944
392.0,54.6,5.99105302742
393.0,54.6,6.02185295539
394.0,54.6,6.05265288337
395.0,54.6,6.08345281134
396.0,54.6,6.11425273932
397.0,54.6,6.1450526673
398.0,54.6,6.17585259527
399.0,54.6,6.20665252325
400.0,54.6,6.23745245123
401.0,54.6,6.2682523792
402.0,56.2,0.0154
403.0,56.2,0.0453199300342
404.0,56.2,0.0752398600684
405.0,56.2,0.105159790103
406.0,56.2,0.135079720137
407.0,56.2,0.164999650171
408.0,56.2,0.194919580205
409.0,56.2,0.224839510239
410.0,56.2,0.254759440274
411.0,56.2,0.284679370308
412.0,56.2,0.314599300342
413.0,56.2,0.344519230376
414.0,56.2,0.37443916041
415.0,56.2,0.404359090444
416.0,56.2,0.434279020479
417.0,56.2,0.464198950513
418.0,56.2,0.494118880547
419.0,56.2,0.524038810581
420.0,56.2,0.553958740615
421.0,56.2,0.58387867065
422.0,56.2,0.613798600684
423.0,56.2,0.643718530718
424.0,56.2,0.673638460752
425.0,56.2,0.703558390786
426.0,56.2,0.733478320821
427.0,56.2,0.763398250855
428.0,56.2,0.793318180889
429.0,56.2,0.823238110923
430.0,56.2,0.853158040957
431.0,56.2,0.883077970991
432.0,56.2,0.912997901026
433.0,56.2,0.94291783106
434.0,56.2,0.972837761094
435.0,56.2,1.00275769113
436.0,56.2,1.03267762116
437.0,56.2,1.0625975512
438.0,56.2,1.09251748123
439.0,56.2,1.12243741126
440.0,56.2,1.1523573413
441.0,56.2,1.18227727133
442.0,56.2,1.21219720137
443.0,56.2,1.2421171314
444.0,56.2,1.27203706144
445.0,56.2,1.30195699147
446.0,56.2,1.3318769215
447.0,56.2,1.36179685154
448.0,56.2,1.39171678157
449.0,56.2,1.42163671161
450.0,56.2,1.45155664164
451.0,56.2,1.48147657168
452.0,56.2,1.51139650171
453.0,56.2,1.54131643174
454.0,56.2,1.57123636178
455.0,56.2,1.60115629181
456.0,56.2,1.63107622185
457.0,56.2,1.66099615188
458.0,56.2,1.69091608191
459.0,56.2,1.72083601195
460.0,56.2,1.75075594198
461.0,56.2,1.78067587202
462.0,56.2,1.81059580205
463.0,56.2,1.84051573209
464.0,56.2,1.87043566212
465.0,56.2,1.90035559215
466.0,56.2,1.93027552219
467.0,56.2,1.96019545222
468.0,56.2,1.99011538226
469.0,56.2,2.02003531229
470.0,56.2,2.04995524232
471.0,56.2,2.07987517236
472.0,56.2,2.10979510239
473.0,56.2,2.13971503243
474.0,56.2,2.16963496246
475.0,56.2,2.1995548925
476.0,56.2,2.22947482253
477.0,56.2,2.25939475256
478.0,56.2,2.2893146826
479.0,56.2,2.31923461263
480.0,56.2,2.34915454267
481.0,56.2,2.3790744727
482.0,56.2,2.40899440274
483.0,56.2,2.43891433277
484.0,56.2,2.4688342628
485.0,56.2,2.49875419284
486.0,56.2,2.52867412287
487.0,56.2,2.55859405291
488.0,56.2,2.58851398294
489.0,56.2,2.61843391297
490.0,56.2,2.64835384301
491.0,56.2,2.67827377304
492.0,56.2,2.70819370308
493.0,56.2,2.73811363311
494.0,56.2,2.76803356315
495.0,56.2,2.79795349318
496.0,56.2,2.82787342321
497.0,56.2,2.85779335325
498.0,56.2,2.88771328328
499.0,56.2,2.91763321332
500.0,56.2,2.94755314335
501.0,56.2,2.97747307338
502.0,56.2,3.00739300342
503.0,56.2,3.03731293345
504.0,56.2,3.06723286349
505.0,56.2,3.09715279352
506.0,56.2,3.12707272356
507.0,56.2,3.15699265359
508.0,56.2,3.18691258362
509.0,56.2,3.21683251366
510.0,56.2,3.24675244369
511.0,56.2,3.27667237373
512.0,56.2,3.30659230376
513.0,56.2,3.33651223379
514.0,56.2,3.36643216383
515.0,56.2,3.39635209386
516.0,56.2,3.4262720239
517.0,56.2,3.45619195393
518.0,56.2,3.48611188397
519.0,56.2,3.516031814
520.0,56.2,3.54595174403
521.0,56.2,3.57587167407
522.0,56.2,3.6057916041
523.0,56.2,3.63571153414
524.0,56.2,3.66563146417
525.0,56.2,3.69555139421
526.0,56.2,3.72547132424
527.0,56.2,3.75539125427
528.0,56.2,3.78531118431
529.0,56.2,3.81523111434
530.0,56.2,3.84515104438
531.0,56.2,3.87507097441
532.0,56.2,3.90499090444
533.0,56.2,3.93491083448
534.0,56.2,3.96483076451
535.0,56.2,3.99475069455
536.0,56.2,4.02467062458
537.0,56.2,4.05459055462
538.0,56.2,4.08451048465
539.0,56.2,4.11443041468
540.0,56.2,4.14435034472
541.0,56.2,4.17427027475
542.0,56.2,4.20419020479
543.0,56.2,4.23411013482
544.0,56.2,4.26403006485
545.0,56.2,4.29394999489
546.0,56.2,4.32386992492
547.0,56.2,4.35378985496
548.0,56.2,4.38370978499
549.0,56.2,4.41362971503
550.0,56.2,4.44354964506
551.0,56.2,4.47346957509
552.0,56.2,4.50338950513
553.0,56.2,4.53330943516
554.0,56.2,4.5632293652
555.0,56.2,4.59314929523
556.0,56.2,4.62306922527
557.0,56.2,4.6529891553
558.0,56.2,4.68290908533
559.0,56.2,4.71282901537
560.0,56.2,4.7427489454
561.0,56.2,4.77266887544
562.0,56.2,4.80258880547
563.0,56.2,4.8325087355
564.0,56.2,4.86242866554
565.0,56.2,4.89234859557
566.0,56.2,4.92226852561
567.0,56.2,4.95218845564
568.0,56.2,4.98210838568
569.0,56.2,5.01202831571
570.0,56.2,5.04194824574
571.0,56.2,5.07186817578
572.0,56.2,5.10178810581
573.0,56.2,5.13170803585
574.0,56.2,5.16162796588
575.0,56.2,5.19154789591
576.0,56.2,5.22146782595
577.0,56.2,5.25138775598
578.0,56.2,5.28130768602
579.0,56.2,5.31122761605
580.0,56.2,5.34114754609
581.0,56.2,5.37106747612
582.0,56.2,5.40098740615
583.0,56.2,5.43090733619
584.0,56.2,5.46082726622
585.0,56.2,5.49074719626
586.0,56.2,5.52066712629
587.0,56.2,5.55058705632
588.0,56.2,5.58050698636
589.0,56.2,5.61042691639
590.0,56.2,5.64034684643
591.0,56.2,5.67026677646
592.0,56.2,5.7001867065
593.0,56.2,5.73010663653
594.0,56.2,5.76002656656
595.0,56.2,5.7899464966
596.0,56.2,5.81986642663
597.0,56.2,5.84978635667
598.0,56.2,5.8797062867
599.0,56.2,5.90962621674
600.0,56.2,5.93954614677
601.0,56.2,5.9694660768
602.0,56.2,5.99938600684
603.0,56.2,6.02930593687
604.0,56.2,6.05922586691
605.0,56.2,6.08914579694
606.0,56.2,6.11906572697
607.0,56.2,6.14898565701
608.0,56.2,6.17890558704
609.0,56.2,6.20882551708
610.0,56.2,6.23874544711
611.0,56.2,6.26866537715
612.0,57.8,0.0
613.0,57.8,0.0290888208666
614.0,57.8,0.0581776417331
615.0,57.8,0.0872664625997
616.0,57.8,0.116355283466
617.0,57.8,0.145444104333
618.0,57.8,0.174532925199
619.0,57.8,0.203621746066
620.0,57.8,0.232710566933
621.0,57.8,0.261799387799
622.0,57.8,0.290888208666
623.0,57.8,0.319977029532
624.0,57.8,0.349065850399
625.0,57.8,0.378154671265
626.0,57.8,0.407243492132
627.0,57.8,0.436332312999
628.0,57.8,0.465421133865
629.0,57.8,0.494509954732
630.0,57.8,0.523598775598
631.0,57.8,0.552687596465
632.0,57.8,0.581776417331
633.0,57.8,0.610865238198
634.0,57.8,0.639954059065
635.0,57.8,0.669042879931
636.0,57.8,0.698131700798
637.0,57.8,0.727220521664
638.0,57.8,0.756309342531
639.0,57.8,0.785398163397
640.0,57.8,0.814486984264
641.0,57.8,0.843575805131
642.0,57.8,0.872664625997
643.0,57.8,0.901753446864
644.0,57.8,0.93084226773
645.0,57.8,0.959931088597
646.0,57.8,0.989019909463
647.0,57.8,1.01810873033
648.0,57.8,1.0471975512
649.0,57.8,1.07628637206
650.0,57.8,1.10537519293
651.0,57.8,1.1344640138
652.0,57.8,1.16355283466
653.0,57.8,1.19264165553
654.0,57.8,1.2217304764
655.0,57.8,1.25081929726
656.0,57.8,1.27990811813
657.0,57.8,1.308996939
658.0,57.8,1.33808575986
659.0,57.8,1.36717458073
660.0,57.8,1.3962634016
661.0,57.8,1.42535222246
662.0,57.8,1.45444104333
663.0,57.8,1.4835298642
664.0,57.8,1.51261868506
665.0,57.8,1.54170750593
666.0,57.8,1.57079632679
667.0,57.8,1.59988514766
668.0,57.8,1.62897396853
669.0,57.8,1.65806278939
670.0,57.8,1.68715161026
671.0,57.8,1.71624043113
672.0,57.8,1.74532925199
673.0,57.8,1.77441807286
674.0,57.8,1.80350689373
675.0,57.8,1.83259571459
676.0,57.8,1.86168453546
677.0,57.8,1.89077335633
678.0,57.8,1.91986217719
679.0,57.8,1.94895099806
680.0,57.8,1.97803981893
681.0,57.8,2.00712863979
682.0,57.8,2.03621746066
683.0,57.8,2.06530628153
684.0,57.8,2.09439510239
685.0,57.8,2.12348392326
686.0,57.8,2.15257274413
687.0,57.8,2.18166156499
688.0,57.8,2.21075038586
689.0,57.8,2.23983920673
690.0,57.8,2.26892802759
691.0,57.8,2.29801684846
692.0,57.8,2.32710566933
693.0,57.8,2.35619449019
694.0,57.8,2.38528331106
695.0,57.8,2.41437213193
696.0,57.8,2.44346095279
697.0,57.8,2.47254977366
698.0,57.8,2.50163859453
699.0,57.8,2.53072741539
700.0,57.8,2.55981623626
701.0,57.8,2.58890505712
702.0,57.8,2.61799387799
703.0,57.8,2.64708269886
704.0,57.8,2.67617151972
705.0,57.8,2.70526034059
706.0,57.8,2.73434916146
707.0,57.8,2.76343798232
708.0,57.8,2.79252680319
709.0,57.8,2.82161562406
710.0,57.8,2.85070444492
711.0,57.8,2.87979326579
712.0,57.8,2.90888208666
713.0,57.8,2.93797090752
714.0,57.8,2.96705972839
715.0,57.8,2.99614854926
716.0,57.8,3.02523737012
717.0,57.8,3.05432619099
718.0,57.8,3.08341501186
719.0,57.8,3.11250383272
720.0,57.8,3.14159265359
721.0,57.8,3.17068147446
722.0,57.8,3.19977029532
723.0,57.8,3.22885911619
724.0,57.8,3.25794793706
725.0,57.8,3.28703675792
726.0,57.8,3.31612557879
727.0,57.8,3.34521439966
728.0,57.8,3.37430322052
729.0,57.8,3.40339204139
730.0,57.8,3.43248086226
731.0,57.8,3.46156968312
732.0,57.8,3.49065850399
733.0,57.8,3.51974732486
734.0,57.8,3.54883614572
735.0,57.8,3.57792496659
736.0,57.8,3.60701378745
737.0,57.8,3.63610260832
738.0,57.8,3.66519142919
739.0,57.8,3.69428025005
740.0,57.8,3.72336907092
741.0,57.8,3.75245789179
742.0,57.8,3.78154671265
743.0,57.8,3.81063553352
744.0,57.8,3.83972435439
745.0,57.8,3.86881317525
746.0,57.8,3.89790199612
747.0,57.8,3.92699081699
748.0,57.8,3.95607963785
749.0,57.8,3.98516845872
750.0,57.8,4.01425727959
751.0,57.8,4.04334610045
752.0,57.8,4.07243492132
753.0,57.8,4.10152374219
754.0,57.8,4.13061256305
755.0,57.8,4.15970138392
756.0,57.8,4.18879020479
757.0,57.8,4.21787902565
758.0,57.8,4.24696784652
759.0,57.8,4.27605666739
760.0,57.8,4.30514548825
761.0,57.8,4.33423430912
762.0,57.8,4.36332312999
763.0,57.8,4.39241195085
764.0,57.8,4.42150077172
765.0,57.8,4.45058959259
766.0,57.8,4.47967841345
767.0,57.8,4.50876723432
768.0,57.8,4.53785605519
769.0,57.8,4.56694487605
770.0,57.8,4.59603369692
771.0,57.8,4.62512251778
772.0,57.8,4.65421133865
773.0,57.8,4.68330015952
774.0,57.8,4.71238898038
775.0,57.8,4.74147780125
776.0,57.8,4.77056662212
777.0,57.8,4.79965544298
778.0,57.8,4.82874426385
779.0,57.8,4.85783308472
780.0,57.8,4.88692190558
781.0,57.8,4.91601072645
782.0,57.8,4.94509954732
783.0,57.8,4.97418836818
784.0,57.8,5.00327718905
785.0,57.8,5.03236600992
786.0,57.8,5.06145483078
787.0,57.8,5.09054365165
788.0,57.8,5.11963247252
789.0,57.8,5.14872129338
790.0,57.8,5.17781011425
791.0,57.8,5.20689893512
792.0,57.8,5.23598775598
793.0,57.8,5.26507657685
794.0,57.8,5.29416539772
795.0,57.8,5.32325421858
796.0,57.8,5.35234303945
797.0,57.8,5.38143186032
798.0,57.8,5.41052068118
799.0,57.8,5.43960950205
800.0,57.8,5.46869832292
801.0,57.8,5.49778714378
802.0,57.8,5.52687596465
803.0,57.8,5.55596478552
804.0,57.8,5.58505360638
805.0,57.8,5.61414242725
806.0,57.8,5.64323124811
807.0,57.8,5.67232006898
808.0,57.8,5.70140888985
809.0,57.8,5.73049771071
810.0,57.8,5.75958653158
811.0,57.8,5.78867535245
812.0,57.8,5.81776417331
813.0,57.8,5.84685299418
814.0,57.8,5.87594181505
815.0,57.8,5.90503063591
816.0,57.8,5.93411945678
817.0,57.8,5.96320827765
818.0,57.8,5.99229709851
819.0,57.8,6.02138591938
820.0,57.8,6.05047474025
821.0,57.8,6.07956356111
822.0,57.8,6.10865238198
823.0,57.8,6.13774120285
824.0,57.8,6.16683002371
825.0,57.8,6.19591884458
826.0,57.8,6.22500766545
827.0,57.8,6.25409648631
828.0,59.4,0.014544
829.0,59.4,0.0428466365188
830.0,59.4,0.0711492730377
831.0,59.4,0.0994519095565
832.0,59.4,0.127754546075
833.0,59.4,0.156057182594
834.0,59.4,0.184359819113
835.0,59.4,0.212662455632
836.0,59.4,0.240965092151
837.0,59.4,0.269267728669
838.0,59.4,0.297570365188
839.0,59.4,0.325873001707
840.0,59.4,0.354175638226
841.0,59.4,0.382478274745
842.0,59.4,0.410780911264
843.0,59.4,0.439083547782
844.0,59.4,0.467386184301
845.0,59.4,0.49568882082
846.0,59.4,0.523991457339
847.0,59.4,0.552294093858
848.0,59.4,0.580596730377
849.0,59.4,0.608899366895
850.0,59.4,0.637202003414
851.0,59.4,0.665504639933
852.0,59.4,0.693807276452
853.0,59.4,0.722109912971
854.0,59.4,0.75041254949
855.0,59.4,0.778715186008
856.0,59.4,0.807017822527
857.0,59.4,0.835320459046
858.0,59.4,0.863623095565
859.0,59.4,0.891925732084
860.0,59.4,0.920228368602
861.0,59.4,0.948531005121
862.0,59.4,0.97683364164
863.0,59.4,1.00513627816
864.0,59.4,1.03343891468
865.0,59.4,1.0617415512
866.0,59.4,1.09004418772
867.0,59.4,1.11834682423
868.0,59.4,1.14664946075
869.0,59.4,1.17495209727
870.0,59.4,1.20325473379
871.0,59.4,1.23155737031
872.0,59.4,1.25986000683
873.0,59.4,1.28816264335
874.0,59.4,1.31646527987
875.0,59.4,1.34476791638
876.0,59.4,1.3730705529
877.0,59.4,1.40137318942
878.0,59.4,1.42967582594
879.0,59.4,1.45797846246
880.0,59.4,1.48628109898
881.0,59.4,1.5145837355
882.0,59.4,1.54288637202
883.0,59.4,1.57118900854
884.0,59.4,1.59949164505
885.0,59.4,1.62779428157
886.0,59.4,1.65609691809
887.0,59.4,1.68439955461
888.0,59.4,1.71270219113
889.0,59.4,1.74100482765
890.0,59.4,1.76930746417
891.0,59.4,1.79761010069
892.0,59.4,1.8259127372
893.0,59.4,1.85421537372
894.0,59.4,1.88251801024
895.0,59.4,1.91082064676
896.0,59.4,1.93912328328
897.0,59.4,1.9674259198
898.0,59.4,1.99572855632
899.0,59.4,2.02403119284
900.0,59.4,2.05233382936
901.0,59.4,2.08063646587
902.0,59.4,2.10893910239
903.0,59.4,2.13724173891
904.0,59.4,2.16554437543
905.0,59.4,2.19384701195
906.0,59.4,2.22214964847
907.0,59.4,2.25045228499
908.0,59.4,2.27875492151
909.0,59.4,2.30705755802
